id_tweet,texto,sentimento
860683457231560706,@lordmaybe_ O angulo da foto tá super te favorecendo. :),positivo
860960190207844353,@nszoranans BRAVO :),positivo
859391689471008768,@vivyski acabei de separar a tua! :-),positivo
859142184565706753,@gabicarvalho66 eu não sou grossa :(,negativo
861321560694640640,Vasco  :),positivo
861030051017609216,Talking about soul....... nao te conheço mas ainda bem que vieste :) o Mini está absolutamente brutal de bom som :),positivo
858808912442777604,"Jogaram muito bem Red, mesmo esse jogo não valendo mais nada espero que deêm um show :( #GoRed #MSI2017",negativo
859850525025677314,aaaa minha neném :( https:t.colZlTgm1RDE,negativo
859729253553885187,@GusNeres Bom dia! Respondemos por DM. :),positivo
860921503659044864,@MelissaMota9 É esse aqui :) https:t.co7vmeNhq5k0,positivo
860482166668619776,hj eu só tô dando rt em tdo pq a preguiça tá foda e tô doente :(   TODAY WE FIGHT  #BTSBBMAs,negativo
860199224323059712,q dor de cabeça :(,negativo
859190799526920192,hoje me senti mal andando na rua com todo mundo me olhando :(,negativo
861205520836898816,esperei minha vida toda (ou boa parte dela) pra ouvir o nome READING  na espn brasil #premierleaguesonaespn  :),positivo
860966809230614529,@idolshelpff não vai ter Camila Cabello me seguindo :(  https:t.co25lqZkTZiW,negativo
859129584306016256,"Tadinho do picoto kkkk lambeu uma abelha, e picou a língua dele :( agr ta inchada e não conaegue coloca pra dentro",negativo
860110147611394048,"@xjunior manda seu email por dm, por favor? vamos te ajudar. :)",positivo
859925553159311360,@ceciliapando que linda sos :),positivo
859217318089543682,@leonanclaro @soutthofheaven :( nao me estraga pelo menos hahahaha,negativo
860094394111844353,@mandinhaqs @laraa_costta poxa miga :(,negativo
859607361299853312,"A torcida é pelo Utah, mas acho que dá GSW :( https:t.coPaVR8P5G8s",negativo
859577352447242240,"Eu não sei vcs mas eu confio na justiça de Deus e se não for por outros meios eu sei q essa nunca falha. Tempo, tempo :)",positivo
859392992012009472,@NRevez temos de ver em casa dos teus pais :) https:t.co6Omr2H9nsK,positivo
859013810375598081,o meu amor nnc mais acorda :(,negativo
860690644636844033,meu baekho  :( eu so queria poder proteger ele,negativo
859763674453594112,"@dishizawa Qualquer anormalidade pode entrar em contato com a gente de novo, okay? :)",positivo
860826545920897024,"@lorenabored cansei, ja tenho tem uns 7 anos :(",negativo
859115927555760128,Essa língua é linda demais :(,negativo
860820589665275905,g raté le tram :),positivo
861234446384717824,Bom dia pra vc que ainda tá doente :),positivo
861220526966132737,@LoiraNoob Vem conhecer Diadema Marilene :),positivo
861069855574941696,@STUCKANDO :( o que vc tem? Eu to cansada mas to bem,negativo
859157506601431041,quando eu tô com a camila o tempo passa tão rápido e nunca é o suficiente :(,negativo
860237725349359616,SAIU VÍDEO NOVO! VOLVO NH12 NO EURO TRUCK 2 :)  ASSISTA AQUI&gt;https:t.co7GsbvXADin https:t.cotMQB9DW95f,positivo
859341959386812416,#foraaftas causadas por resistência imunológica baixa :(,negativo
861269052400041984,@Duda_Armys2 Nadaaa :),positivo
861195201364340736,"@LumosKerido vê, é bem legal !! :)",positivo
858884100819648512,"to boladão, ia ir pro Nobre agora, mas deu super lotação, não dá mais pra entrar, to triste :(",negativo
860846040244772865,@paulobaccarat Ele já tá gagazando :(,negativo
859840544926838784,pq fiz questão de perder os 2 q comprei da ultima vez :),positivo
860509405196034048,"No ar, Farra do Gordinho, com Edmael Silva. :) https:t.coMQKFTpgjbR",positivo
859059133953265666,@CzardeSouza Bom dia! :),positivo
860097346050326528,queria tanto comprar uma Black Edition pra mim :(,negativo
858800668605337603,@taegomx o teu cu chora por tailandeses :),positivo
860361324072751105,"@ITSNOSTALGIA né?! af :( por exemplo, eu tenho certeza que vc mora do outro lado do brasil, onde vc mora?",negativo
859534803867185152,@_evLisab olha dm :),positivo
859231750828036096,e fim :),positivo
861298509429051392,@CornetaACG Eu queria :(  Me arruma um icon corneta pra eu poder ser um revendedor,negativo
859082090591203328,caralho :(,negativo
859395285373644800,vila verde ate fica perto de braga  Mas é numa aldeia lá para cima :) https:t.coS6Edkkeogn,positivo
860892102120624128,#OdeioVer minha cara no espelho :),positivo
859801564713824258,"  Olá pessoas lindas, tudo bem com vocês hoje? E ai   Oii :) tudo ótimo e cntg ? O meu está a correr bem e o  https:t.coGHowoy7ScY",positivo
861254969294499843,homi fez live e eu perdi :(,negativo
859153335961649154,@tristitia83 caliciiim :),positivo
859332645787971584,"Tô com saudade do Gustavo :( af, como queria o abraço dele!",negativo
860244595132727298,@ineslsena Acho vamos namorar os dois :),positivo
861316923719634944,@isharrypride @BestHarrySBR Boa sorte :) retribue rt?,positivo
859776238608678916,@peaxey @KeeyzSuavao Queria Saber Como Faz Esses gladiators :(,negativo
858840812557348864,@oxentebel affs num me decepciona assim kkkkkkkkkk :(,negativo
860001278348460033,@brunakjjkj qria te ver :(,negativo
860129390885318656,Ótima entrevista :) https:t.coIqHwcYPFZm,positivo
860681985450180608,"ainda da tempo de desejar feliz aniversário pra esse moço @cadrix5? parabéns, viu, bonitão? muita cerveja e felicidade pro senhor :)",positivo
860578918998388737,"@sjayanthi Poxa, @brazilfinance. Saudades. :-)",positivo
860124689506684929,Sdds :( https:t.cotSdTRxPuEy,negativo
860235381190647809,Tenho que fazer o caderno de laboratório e vim me deitar :),positivo
860790696072052736,Acordei querendo mais licor :(,negativo
859312621627072512,@0rchisy ela nc vem p o meu colo vai sp ao ao da minha mãe e as vezes e má cmg e antes n era :(,negativo
860708164941094913,V está lidando bem com o meu temperamento difícil. Amanhã vou pedir desculpas...:(,negativo
859158013789253633,@pedorc Queria tanto :(,negativo
860658323225497600,sigilo é garantia :),positivo
859728853023031296,"Fui pra escola atoa, nem tinha aula... :(",negativo
859202484849451011,Bocil :( https:t.coaB8ylA1R5L,negativo
859763060243910656,tomara que eu consiga um empreguinho pra ir no show do bruno mars :(,negativo
860419561346154496,bar :( : 092b97e4-e4da-4a5f-b7cf-431596bc3f97,negativo
859099136502714368,#horadafofoca!TATIe marcelao quero parabens hj quero completar 3 anos consecutivos recebendo parabens de vcs bjus :),positivo
860166456801193989,@mvmvcitv vc é linda como esta lua :),positivo
861207869773025281,"- o novo capheus teve que ralar demais pra pegar o lugar do Aml Ameen, então eu respeito muito. Mas eu preferia o Capheus anterior :(",negativo
859962881613283329,Você só percebe que está prosperando na vida quando percebe que conseguiu comprar uma Pitaya :) https:t.coXLQZ5eCLnX,positivo
860415773155762176,I miss MSN :(,negativo
858968092407353344,@XIYEONLYS duem :(,negativo
860888246615760900,"@rt_trembala não seiii, mas se eu sair vai ser por Rio das ostras mesmo :(",negativo
858885965573763074,"Se você é artista (músico, desenhista, qualquer coisa) divulgue seu trabalho aí embaixo que eu vou dar uma olhada com carinho :)",positivo
860639804568072192,"Não teve bolo no aniversário, mas tem brigadeiro! Melhor do que nada, né? Hahahah :) https:t.cokTG4IjqR0O",positivo
860079029747146752,"@iva_rpm A Emilie ia voltar em 2014 pra cá, comprei o ingresso mas o show foi cancelado :(",negativo
860410834308255744,Estou tão fodida :),positivo
858868871813627904,:( Pois é.. https:t.coOSY6c16Qhm,negativo
861022748524642309,Já tenho ideia para a próxima tattoo :) :) :),positivo
859342854564524032,"Muito bom dia, uma maravilhosa terça-feira a todos!  Somos todos pontos de  luz :)  Boker Tov chevre!",positivo
861194297013620742,eu te amo meu bebê :( https:t.co4SFCQ1IcNJ,negativo
858850015900557313,"@tockerslol se 1 perde perde todos vamos la rumo a mais um cblol e mundial, vamos usar isso de aprendizado nao é todo dia q jogamos bem :)",positivo
859806441309384704,aaaah ela saiu :( https:t.confiG88KDBE,negativo
858900959581413376,indo dormi pq diferente do belchior eu acordo amanha :(,negativo
860635753734393857,Adivinha quem tá arrumadinha pra ficar em casa?  Pois é eu mesmo :(,negativo
859982888854581248,acordada como se não tivesse que acordar daqui 5h :),positivo
858900234210082816,que bad :( qualquer dia te mando uma plantinha nova...  eu quero muito :( meu quarto tá triste sem elas :( https:t.co3b2UIKe2Z0,negativo
859614249533964289,Só de saber que hoje tem Cruzeiro e Mineirão já fico alegre. :),positivo
859084641374011393,Que bonito. :),positivo
858835952067907585,Eu amei o jeito que a caneca veio embalada. A fita da caixa é feita de retalhos :) https:t.coi8eUtwwXbW,positivo
860544460333211648,Alô Londrina! Vamos dar uma esticadinha e ficar mais 1 semana no Londrina Skatepark :) Vem rabiscar! https:t.cotcbahVVlV8,positivo
858795752176443392,https:t.copjFCbNUNew  Descanse em paz Belchior! :( https:t.coVkqIma5cR6,negativo
859021915960344576,@diogorochaavil1 Vais me tratar mal :(,negativo
859031061979910144,@srpedro oi me segue :),positivo
861223783134310400,Tá tocando uma @RobertaMiranda1 sofisticadissima aqui na rádio da roça :),positivo
859007907828035592,@praborracha Só que não :),positivo
859565468474015745,"Queria ouvir música mas deixei os fones no carro, q maravilha :)",positivo
859012511613505536,Faz muita falta :( https:t.coVv33S3AwkR,negativo
859041641813999616,Partiu passar o dia fazendo um trabalho que deixei pra ultima hora :(,negativo
859857739035660291,foo :) : a2b17e17-b5e4-49ae-82a3-e8bb51d64aa1,positivo
861074256398036992,https:t.cobo9w5MzEDr :)  Manda cafuné. https:t.coTFQwsDkkPC,positivo
860598235357949952,Que o amor seja maior que o medo. #boanoite :),positivo
861016289686556674,"caso n tenham t dito isso hj, vc e boa o suficiente  não sou :( https:t.coNj17Nu4CRg",negativo
858853526537154561,ai to doentinho cheio de dor no corpo :-(,negativo
858796246923755520,Boa noite para vocês :)  feeling good,positivo
860154838893637632,@NaoInviabilize @rosana SIM As orelhinhas do meu dog ficam geladas :(,negativo
860479659070324736,isso é tao invasivo :-( tadinho https:t.coEOV6LoKxAV,negativo
860243034738479106,#Bearia forever AHAHAHAHA Não desculpa não pode ser eu só quero 1 filho :( https:t.coJBJVpoUOLI,negativo
859052943823294464,tudo de bom :) https:t.coHOke0scdtW,positivo
861038000997896193,"Dormi e acordei triste, pensando seriamente em voltar a dormir :(",negativo
860842680863031296,@fanta_br faz outro evento e chama nossas meninas dnv :( https:t.coRILzjY2Mpb,negativo
860065803483435008,Feliz #StarWarsDay :)   Que a força esteja com você...,positivo
860190878006206464,foo :-) : b491491e-03bc-4f74-9a11-dd31cb6e73de,positivo
860497076425248769,@danielelucascos Jamais esqueceria. Corridão só! :),positivo
860138020078485504,"@juliainchains tbm querooo :( miga, vamo combinar de se ver no seu aniversário? eu sei q ta perto mas sou horrivel https:t.coPVCYnhSuzP",negativo
859912807495684097,@alannyevelyn Exato! Nada melhor doq saber que trazemos felicidade a eles e vice versa :),positivo
859378083907948547,"Bom dia,bom dia,bom diaaa hoje eu esto tão feliz...     &lt;3   :)",positivo
861212755428114437,xu cake :(,negativo
859612258422403072,"@vitornasc Gosto da ministra, mas encarar o Bial é um pouco demais para mim.:-) Depois me conte se ele se comportou bem.",positivo
859904499615494144,@renatasouzavit1 Hulu é um serviço de streaming assim como a Netflix :),positivo
860874489852289024,ela tem 5 aninhos de idade :( https:t.cozUwJvuUINz,negativo
860926471300235264,Adoro a expressão La vem textão.. ai se vai ler é 10 parágrafos ... :P :),positivo
859867828194693120,@_stydiashipper Não :( és tu,negativo
861212369749508099,Tinha umas tão... AHHHHH :(  Vou conseguir sim !  UNITED FOR BIEBER #JustinBBMAs https:t.coc340VqNK6J,negativo
860276076978868224,Agora é que vou chorar :(,negativo
860120828041625602,comer gelo é bom :),positivo
858881609453449216,@joutfuckinjout O meu aniversário também é hoje :),positivo
859167713624821760,felizmente :),positivo
859391678356086784,"Bacana o relato do @matnachtergaele sobre os drinks com o Belchior! Me lembrou o dia em que eu fiz o @ziconarede rir, lá em Angra. :)",positivo
860889626407571456,@rauhlslegendary Sm e vai chover :(,negativo
860544361951637505,Heeseok caiu muito de rank e olha que ele conseguiu uma boa pontuação no primeiro desafio :(,negativo
859319202091601920,"@nanaaes13 Seeeei, eu to indo embora :(",negativo
860351115002564608,@arrobagustavu Do jeito que foi pra ti :),positivo
860851405753638913,@appdenise É assim mesmo que se pensa :),positivo
860923524399190018,@BoriKontro Não pode usar emoji e números :( #BTSBBMAs,negativo
860725872592130048,@ChTadeu Tem que vir gravar um clipe na praia :),positivo
859235640864645121,#atleticofox #FoxSportsRadioColombia Vamos Atleti :),positivo
859745716683649024,@elikatakimoto @Cavalcanti13R respirando artificialmente :(,negativo
860106932530671616,"@chaotic_ia @linkinpark demora um pouco, mas chegara :)",positivo
860987028783198208,@osvaldo_oliva Canelo :),positivo
860517530477244418,Ary acabando com as borboletas da região. :) #GiroNaESPN,positivo
860906975802032128,"@bestmariever_ @aboutthebassist Que estranho, mas puseste pra imprimir em A4 ou A5? Houve pessoal que já imprimiu em A4 e ficaram bem :)",positivo
860468854165692417,Edição desta sexta-feira :) https:t.coUb7YhcPdPz,positivo
860452150887034880,"Além de um Bom Dia, desejo a todos  paz, saúde, força, sabedoria; paciência, tolerância, cor  Obg igualmente :) https:t.co0l4FHdqHl0",positivo
859228505573339137,"Hora de dormir,pq amanha acordar cedo...sqn!!! :)",positivo
860977730476810240,vou ter que ir pra campo grande :(,negativo
859038550209302528,pq só a garotas? garotos tbm podem receber flores :) https:t.coMS7BJASCrY,positivo
859145171870601221,"@btavares034 Desculpa bernardo, tu começaste :(",negativo
859604815739015169,"@laranxa Que bosta né? Cansei de lá de verdade, estava mantendo pelas bandas e séries. :(",negativo
860949130172039168,É já a seguir na RTP1 Danças do Mundo - RTP :) #dançasdomundo #puíta #sãotomé https:t.co79dmkFSu7q,positivo
859734707713527808,"@cesartlf Olá, César. Tudo bem? Ainda não temos nenhuma informação :(  Ficaram lindas não é? Eu também queria uma hahaha.",negativo
859864392862765056,"@Liris134 Olha, revelações hahaha :) as paixões platônicas são as piores, acho q são as q deixam as marcas mais profundas.",positivo
860495160496488450,@joaoeduardocruz Ôh coisa boa! Depois divulga ele aqui :),positivo
860329986502348800,puta que pariu que saudades da minha bisa :(,negativo
859970024374718465,@geornr @victorv9 pai solteiro do batatinha :(,negativo
859579136268021762,Te espero na #ResenhaMove  acho que eu não vou :( https:t.covCPk3DeQoi,negativo
859940406729035776,@leeoff_ eu tenho o meu outro amigo :),positivo
859741851775107073,"Para quem nos pergunta como é o creme Somatoline Redutor 7 Noites Ultra Intensivo, aqui está ele!  :) Somatoline... https:t.coAGdzdLLVCQ",positivo
860509899264077824,@aquawomxn pois é :(,negativo
860216640453193730,@t3ddyyyyy a maju nao me notou :(,negativo
861018738916806656,@JUSTICEWITHLOX Mas qualquer coisa eu estou aqui :),positivo
860229221775544326,"@neca_tunes Eh lá, sim senhor! :)",positivo
860969370964635648,e morreu :( https:t.corGDyfyf1Rn,negativo
859416611329105921,@Jeissybarbosa1 Tava um grude ontem p falar isso hj... decepcionado c vc :(,negativo
860390539249803264,acho que vai ser um bom dia :) https:t.coPz22ev875v,positivo
861214358302466048,@PECXH @pyarrumyej Emg ga asiq :(,negativo
861014806974926848,Tô sofrendo pq vão tirar American horror story :(,negativo
860001161218314240,To precisando :(,negativo
859622800625106944,Caroline saiu :( mas a dona da edição a.k.a Yuko continua firme e forte esfregando sua fofura e talento na cara dos outros! #MasterChefBR,negativo
860940086283821057,"@ralfbatista @dudugoo Sai daqui piranha. Oi, Ralf :)",positivo
859269970156544000,poucas ideias comigo msm :) fico dd graça dms,positivo
859325029393321984,Desculpem lá. Esqueci-me de dar os bons dias :) Bons dias fofuras! E prós outros bom dia também :),positivo
858929362619465728,"@O95VLION Só fica um pouco comigo, eu não quero ficar sozinho :(",negativo
858803166917390343,"Hoje, teremos muita música ao vivo, não perca! Uma cortesia nossa para sua presença vip. :) #amoaçaídojunão... https:t.coOP6T608Jvt",positivo
859008568795648001,@bibasmaia9 @_joaomarcelo5 n conheco mas dps da noite tu e o teu amigo ficam nt engracados :),positivo
859218173928898561,"@isgiovanna_ a amiga, oq vc acha :(",negativo
860403789131636736,@cmilazm ai eu sou pobre são caras demais pra pagar :(,negativo
859391348667023363,com que frequência vens a portugal?  Algumas :) https:t.codixWG5cxMb,positivo
861238808024682496,"@glenioyann Pedimos paciência, Glênio! Estamos recrutando aos pouquinhos mesmo :) Aguenta firme &lt;3",positivo
860199922783662082,acho que voltei :) @hoodlwm @sinfwl @chwckbasss @allyenigenw @lipscalango,positivo
859795903602987008,Ventosa forte nas costas + acupuntura perfeita com a fernandawunsch :) #floripa #ventosas https:t.covSO9q9qzMj,positivo
860856685690310656,@yukiritopvp Pode Ser Mais Tarde ? : :),positivo
860233270100930562,@Andreia_Capela de nada nao precisas agradecer :),positivo
859562777769390081,fala cmg tb meu :( https:t.cowQwJhOilCD,negativo
859967155957370880,aquela mensagem me alegrou :),positivo
859410354190909440,@ForeverPlayerG @BrunimCotoco Queimar todas as esmeraldas ou fazer as cenouras ir pra igreja :),positivo
861229990322614272,As inscrições para apresentação nos simpósios temáticos serão abertas no dia 15 de maio! :) https:t.conHDygJaj6d,positivo
859085862725877762,Flojerita :)   #PREMIOSMTVMIAW  #MTVINSTAGLCABELLO,positivo
860572289187946497,@AmoMeusdolos1 AQUI NÉ PQ NA PROVA TIRO 5 :(  BIEBER FEVER IS BACK  #JustinBBMAs,negativo
860111759243452416,"@Famel_Zundapp @mrsquintas Estava  a brincar,claro que nao me estou a rir :) mas o João fez-la carregar na corrida",positivo
861259086377168896,E quando eu me perco em suas memórias Vejo um espelho contando histórias Sei que é difícil de esquecer essa dor   :-) ,positivo
860811448129290242,Nada como trabalhar sábado de manhã :),positivo
861241998145093652,"Roubaram o celular do Giovani ontem, vou me comunicar como agora ?  Sacanage, até pq tínhamos rolê marcado pra amanhã :(",negativo
860237364857380865,"@mrsquintas Parabéns às duas, São! :)",positivo
861012300127404032,poxa gente :( https:t.colbeteX1MS6,negativo
860117570426417152,@lullylucky Tá excelente. Nem parece tão longo pq tu desenvolve bem. Parabéns pelo vídeo :),positivo
859112986232881152,@_GabrielAngelo É sem querer querendo :(,negativo
860246728284438537,E chove outra vez :(,negativo
860001885331345409,@Camila_Cabello por que você nunca me nota???? Eu sou tão feia assim? :(,negativo
860918352059011072,@xd4ng3r_x Mas o que disseste é verdade. :(,negativo
861040638183297028,@Saaaah_Linne vlw pela a parte que me toca :(,negativo
861285820703145984,@luhanfav eu estou doente aaaaa :( mas tirando isso estou bem e você?,negativo
859818393825947648,meu sonho é ter um galo e botar um tênis p ele usar :(,negativo
860826684785872896,Amém :) https:t.coVUzlSpJmwT,positivo
860000031516086272,"@nickmartins_ @brucerlol Eu achei aqui  A mãe dele gankou a stream, deu mó pena do cara :(",negativo
860663972411957248,Coloca uma venda vinho nos olhos dela !!!!     :)  tem que sair da mesmice! Vamos beber e ............ https:t.co5HM45FpmAn,positivo
860534851128229892,@Arthur_dez número da linha com o DDD e o CPF do titular. Continuamos por aqui. :),positivo
861298859313594369,"@Paulinhamagno1 Verdade. :) sabia que era genro de um destes enrolados aí, mas errei a mira de qual. :)",positivo
859147824398819329,Mt tempo que não fico assim :(,negativo
860128835798523904,@fabianodmiranda Manda em tweet para eles... ou em um meme :),positivo
860970760940253184,acho que acabei o capítulo 25 mas tá muito pequeno :(,negativo
859383261142933504,@TeoriasDoCaos Espalha a fé :),positivo
859899424511807488,@98HWANGEL QUE MENTIRA FALO SEMPRE só que ando entrando pouco :(,negativo
859621068830593024,"@pamelanevs saudades também, nunca da certo da gente sair :(",negativo
858814432788525057,"@whoislorenna isso foi a bebida, certeza, agora mudando de assunto, maior tempão que a gente não conversa mais aqui :(",negativo
860888502061412352,@josediegoleite @LuccaBoboo Eu tbm to com sdd de vc :(,negativo
860095621679677440,Tenho saudades do Xico :(,negativo
860526562344566784,pior coisa é sentar na ponta :(,negativo
860465518150660097,você pede desculpas constantemente  você merece ser ouvido  :( https:t.coIiFUq9u8d5,negativo
859264917597290497,"Hoje o Gabriel falou que eu sou o orgulho dele, fiquei sem reação e nao respondi :)",positivo
859123398793932801,"#Pense #FicaEsperto Pois é... João Doria, melhor sair do psdb, se não não vai dar certo... :)... https:t.coWMwLSjJKDG",positivo
860241794042388480,mas a minha mãe n deixa :(,negativo
860376659412889600,@denisdadepre obrigada por me segue :),positivo
860539631330357248,Estamos com o ministro #Fachin.! Tem de ser julgado pelo plenário. Basta desse #STFSOLTABANDIDO! :( https:t.coG2tFn2sMTI,negativo
859758556035371008,"fogo, eu so saio as sete da tarde RB  Cá feixa tudo as 4 da tarde :) menos supermercados :p https:t.co8yn7cMlnQz",positivo
861194832332689408,"Acordar 8h no domingo já é ruim... agora, acordar 8h e ver os snaps do show do kevinho que tu não pode ir, mas queria, é bem pior :(",negativo
859534701102608384,Sem celular** :(,negativo
859414709602222083,@binerighetti mas só um pouco :) https:t.coTfb03ey3l1,positivo
860660795616743425,@mnigab obrigada meu :( por falar isso,negativo
860874061173460992,Tô eu aqui passando no lugar onde a @biancacolvara nasceu!! :-) https:t.cou6oNzHqpYA,positivo
860064075400740864,A compaixão para com os animais é das mais nobres virtudes da natureza humana. Charles Darwin  Bom dia! :) https:t.coeSGNHjDieL,positivo
859403691333431296,Como eu queria Faltar a escola pra ficar o dia todo votando :(  #JustinBBMAs,negativo
859552456279248898,"Namore comigo, eu faço isso :) https:t.coAGLylwYrZj",positivo
860344314899070977,"Odiei o spoiler original da volta de 2 casais, bem triste com o que vai rolar :(",negativo
860972029343920130,@spalhas @nanacferreira Sim obrigadinho Mariana :),positivo
860037798681882624,Sem bj :(,negativo
861315924116340737,Viram como o De Rossi ficou feliz com o Jesus no gol do milan??:) @everaldomarques  #italianonaespn,positivo
859756963328032769,queria uma Lapinha mas tô cheia de provinhas :(,negativo
860202378502565888,chorei não disse por onde 3:) :P https:t.cops3pbgtZ6N,positivo
858805315848077312,@brvvdley de nada :),positivo
859623215408271360,Que saudade me deu do óculos que perdi esse domingo :-(,negativo
860898378481369088,"O primeiro veio e já foi, agora eu tô esperando o segundo :)",positivo
859227887949553668,@capitamarvel ta se queimando a toa :),positivo
860571614106333184,parece que o exército todo decidiu se mudar para Fátima :),positivo
860679680025923584,@__alyy Que difícil gente :(,negativo
859771711058829312,Já desenhei uma formiga e um mosquito e já estou farta de insetos :),positivo
861070038480060416,@XXXB094 vc nem me ama :(,negativo
859929286354120705,nao estou sabendo lidar com esse final da malhação :(,negativo
861038261195726848,@xmattzip né!!!!!!! eu amo demais :-(,negativo
860841588725075969,Padre Alessandro Campos Real se apresentará hoje no Louva Ribeirão. Barulhoo! :)   #agenciaprodutora... https:t.coeLRmyEeBk5,positivo
860170107045249024,@dim__b @TheBigD05 @LucasRdg13 Hehe magnifique :-),positivo
861326963901911040,@itamar_cwb Ahaha parabens obrigado :),positivo
860632852051918848,EU QUERIA MTOO TER IDO PRA RESENHA DO CLAÚDIO  :(   AIIII Q RAIVA CR,negativo
859592197066326019,"Sem palavras pro vídeo do Yoda , pqp :(",negativo
860585539879260162,TUDO NESSA VIDA SE COMPLETA MENOS EU E VC :(,negativo
859549310731657216,@_damerr Não recebi :(,negativo
860152468109438978,"@135MN :( eu tbm, tava tentando escrever os apelidos mas ai acabou o espaço no meio do negocio",negativo
861038140844384259,@96KOGYEVIL Você me dando flores... Você sabe como eu amo receber flores? Principalmente de ti Eu te amo tanto :(  https:t.coFJnJpiOprt,negativo
861327204646563841,"Mengão campeão, ainda acertei placar :)",positivo
859887671337988100,O ADSL cada vez está mais rápido ui vou dormir pode ser amanhã ainda me apanhe :),positivo
860182902616850433,Essas pessoas me ensinaram a nunca desistir de um sonho :-)   I vote for BTS for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #BTSBBMAs,positivo
860103492744204288,o Fica na Cidade está a rodar :) #funchal https:t.coDYg2jQR4Gd,positivo
859389938571366400,"@Kickante oq tá acontecendo c vocês? Não recebi emails resposta, colaborações foram recusadas, tive que procurar outra plataforma :(",negativo
860274899801210881,nao posso com essa musica :(,negativo
861270901018562561,ja sao 14:24 e deu tempo de eu piscar só :( alguem faz esse domingo durar p sempre pq eu n aguento mais,negativo
858842722718949376,"primeiramente fora themer! :-) - Quando tudo for pedra, atire a primeira flor. #umRei",positivo
861239254206251013,@queensmuke te mando mais tarde entao :(,negativo
860121912235741186,@poxa_yass seguindo :),positivo
859869474685677570,eu tô doente real :(,negativo
861320817438863361,Come-me baezão  Como :)  https:t.coVTGNBSbAxo,positivo
860094254286327808,:()  isto é um sapo,negativo
860183659550199809,"André Lavradas  não sei quem é nem quero, obrigada :) https:t.coZYsYR6auvj",positivo
